eval_discount_q,eval_eplenmean,eval_abs_qs_difference,total timesteps,eval_qs_difference,eval_time_elapsed,eval mean 100 episode reward,eval_qs,eval_ep_rewmean,discount_q,qs_abs_difference,eplenmean,fps,time_elapsed,episodes,env_time,act_time,mean 100 episode reward,ep_rewmean,train_time,n_updates,update_time,qs_difference,qs_mean,current_lr,q_grad_norm,qfs_loss
,,,22833,,,,,,21.23260660466407,22.230900821774167,21.48,97,233,1044,19,1,18.4,18.395208359999998,0,0,205,-22.230900821774167,-0.22571051,0.0003,,
,,,22950,,,,,,4.677491703234983,5.738321218203347,21.96,97,235,1048,19,1,18.6,18.58444919,0,0,207,-5.738321218203347,-0.2983573,0.0003,,
,,,23023,,,,,,4.891957249961513,4.464378152823213,21.73,96,237,1052,19,1,18.0,18.03517475,0,0,209,-4.464378152823213,-0.20378241,0.0003,,
,,,23071,,,,,,5.577772089626897,3.466014067199452,21.51,97,237,1056,19,1,17.8,17.81260037,0,0,209,-3.466014067199452,-0.23972379,0.0003,,
,,,23161,,,,,,7.232025818689828,6.4479350464005,21.71,96,239,1060,19,1,18.0,17.97442968,0,0,211,-6.4479350464005,-0.26842272,0.0003,,
,,,23239,,,,,,4.029170813079008,4.499172246148624,21.84,96,241,1064,19,1,18.1,18.14372922,0,0,213,-4.499172246148624,-0.33570263,0.0003,,
,,,23357,,,,,,23.931561689680773,26.250461216031727,22.13,96,243,1068,20,1,18.8,18.84294613,0,0,214,-26.250461216031727,-0.17463343,0.0003,,
,,,23440,,,,,,22.05496136765281,21.654134289849647,21.99,95,245,1072,20,1,19.1,19.14967602,0,0,216,-21.654134289849647,0.0055845724,0.0003,,
,,,23529,,,,,,13.803190837307936,12.66840100215721,22.22,95,247,1076,20,1,19.3,19.272300899999994,0,0,218,-12.66840100215721,-0.34611312,0.0003,,
,,,23595,,,,,,6.982600151433074,5.862324880818648,22.13,95,247,1080,20,1,19.2,19.16722512,0,0,218,-5.862324880818648,-0.50401145,0.0003,,
,,,23711,,,,,,11.477143637293043,15.369340331647132,22.41,94,250,1084,20,1,19.3,19.264811230000003,0,0,222,-15.369340331647132,-0.19069774,0.0003,,
,,,23792,,,,,,8.165163742860365,8.69021697284425,22.66,94,251,1088,20,1,19.4,19.42079393,0,0,222,-8.69021697284425,-0.31239378,0.0003,,
,,,23875,,,,,,4.506047773502133,5.348344231453903,22.87,94,253,1092,20,1,19.8,19.785680430000003,0,0,224,-5.348344231453903,-0.1521901,0.0003,,
,,,23964,,,,,,7.898283365156409,6.429253387777334,22.52,94,254,1096,20,1,19.5,19.487622130000002,0,0,225,-6.429253387777334,-0.29047,0.0003,,
,,,24052,,,,,,7.116483681923719,4.610349003055681,22.52,93,257,1100,20,1,19.5,19.53388706,0,0,228,-4.5230789034984,-0.36818895,0.0003,,
,,,24150,,,,,,3.2068692713554885,4.366806480696448,21.89,93,258,1104,20,1,18.0,18.02441972,0,0,229,-4.366806480696448,-0.10209684,0.0003,,
,,,24267,,,,,,16.973452420370155,20.92506124486735,22.22,92,261,1108,20,1,18.2,18.189159159999996,0,0,231,-20.92506124486735,-0.32093272,0.0003,,
,,,24344,,,,,,7.262717020460959,7.672640321603557,22.2,92,263,1112,20,1,17.9,17.887713309999995,0,0,233,-7.672640321603557,-0.17195593,0.0003,,
,,,24479,,,,,,10.309272432204148,14.025059946647392,23.01,92,264,1116,20,1,19.1,19.075946719999997,0,0,235,-14.025059946647392,-0.26317495,0.0003,,
,,,24564,,,,,,3.809657725222969,2.5309946643100036,22.49,91,267,1120,20,1,18.2,18.15154947,0,0,237,-2.0798559735542357,-0.44361869,0.0003,,
,,,24663,,,,,,4.176403158754397,3.263823916808946,22.18,91,269,1124,21,1,17.7,17.747961819999997,0,0,239,-3.263823916808946,-0.47267798,0.0003,,
,,,24762,,,,,,3.0461077022153376,1.6364626837730074,22.56,91,271,1128,21,1,18.1,18.1101753,0,0,241,-1.5231585918842245,-0.39345813,0.0003,,
,,,24883,,,,,,20.216552320037064,22.827440409242524,23.04,91,273,1132,21,1,18.7,18.676479479999998,0,0,243,-22.827440409242524,-0.3240726,0.0003,,
,,,24992,,,,,,9.95131500634178,12.735824897482589,23.41,90,275,1136,21,1,18.7,18.74917972,0,0,245,-12.735824897482589,-0.20783041,0.0003,,
,,,25164,,,,,,8.640484992905868,13.093957726592807,24.18,88,285,1140,21,1,21.5,21.542437689999996,5,400,249,-9.098321262783253,13.788468,0.0003,37.035675,112.76311
,,,25259,,,,,,17.98311666003412,10.378078856137073,24.26,87,289,1144,21,1,22.3,22.343282510000005,7,600,251,0.003195414948740686,22.255709,0.0003,49.91002,107.12779
,,,25352,,,,,,18.293765008945105,11.319968921868181,24.02,86,293,1148,21,1,23.2,23.24234528,9,800,253,7.884886666139372,30.124796,0.0003,72.17176,99.693085
,,,25566,,,,,,30.69151862898565,41.68299173166218,25.43,84,301,1152,21,1,27.1,27.05396823,13,1200,257,-33.632465475913506,44.26807,0.0003,147.042,99.93977
,,,25790,,,,,,15.017901179411211,22.988520625283662,27.19,83,309,1156,21,2,30.9,30.852880610000007,17,1600,261,14.284754283105853,61.297028,0.0003,266.68857,98.59243
,,,26054,,,,,,9.645735282698004,37.42259966107617,28.93,80,321,1160,22,2,35.2,35.236164759999994,22,2200,267,36.78782949095784,83.022964,0.0003,447.61667,98.35773
,,,26281,,,,,,14.622462764566924,49.90043469007179,30.42,79,330,1164,22,2,38.7,38.748394020000006,26,2600,271,49.90043469007179,96.74388,0.0003,695.3733,101.12924
,,,26556,,,,,,18.39124430140629,29.700513772610126,31.99,77,342,1168,22,2,42.5,42.49608989,32,3200,277,28.149931269504002,101.68554,0.0003,1050.9988,92.3183
,,,26943,,,,,,6.3802717524712715,34.17997229536708,35.03,75,358,1172,22,2,49.3,49.257735679999996,39,4000,286,34.14418839104145,110.65408,0.0003,1191.3093,68.62727
,,,27322,,,,,,6.490244303570844,43.625301536743294,37.93,72,375,1176,23,2,56.1,56.08616145,47,4800,294,43.625301536743294,117.91737,0.0003,1556.18,78.20064
,,,27692,,,,,,7.270835774060602,49.22097744526866,40.97,71,387,1180,23,2,62.9,62.93874719999999,53,5400,300,49.22097744526866,124.33455,0.0003,1590.0574,60.07331
,,,28063,,,,,,5.981551415216897,61.16796749384434,43.52,69,404,1184,23,3,69.3,69.29345214,60,6200,309,61.16796749384434,126.154945,0.0003,1893.9454,61.54938
,,,28409,,,,,,7.116891405527142,73.28482380687211,46.17,67,421,1188,24,3,75.3,75.30428848,68,7000,317,73.28482380687211,136.6692,0.0003,1945.9641,60.898643
,,,28746,,,,,,9.534131398892267,60.35082460714078,48.71,66,433,1192,24,3,81.0,81.02318825999998,74,7600,324,60.35082460714078,133.76248,0.0003,2279.6284,68.76811
,,,29096,,,,,,7.892102382630894,65.37236199795475,51.32,65,446,1196,24,3,87.3,87.34264889,79,8200,330,65.37236199795475,138.87135,0.0003,2640.6729,71.31362
,,,29455,,,,,,7.300489728622155,68.89490593372497,54.03,63,463,1200,24,3,94.0,93.99932359,87,9000,339,68.89490593372497,141.84523,0.0003,2749.1274,61.05168
,,,29768,,,,,,9.36562396205437,86.38673333825861,56.18,62,476,1204,25,3,99.0,99.01850784000003,93,9600,345,86.38673333825861,148.09784,0.0003,2688.0244,64.62367
115.90874793504221,94.0909090909091,55.144077,30001,54.15713270901035,1,43.0,128.50153,184.7070671818182,,,,,,,,,,,,,,,,,,
,,,30136,,,,,,7.250447320430963,69.04503439882298,58.69,60,494,1208,25,4,105.2,105.24523557999999,100,10400,354,69.04503439882298,143.1097,0.0003,2763.3062,63.001568
,,,30506,,,,,,6.472476184055637,68.60282111920944,61.62,59,511,1212,25,4,112.1,112.08554824,108,11200,363,68.60282111920944,139.1327,0.0003,2717.1082,65.39251
,,,30896,,,,,,8.074133600812438,66.47876851069105,64.17,58,524,1216,26,4,118.6,118.57070060999999,114,11800,370,66.47876851069105,159.74446,0.0003,2974.075,65.7912
,,,31274,,,,,,6.409826243766072,69.71988507598098,67.1,57,541,1220,26,4,125.6,125.57503347000002,121,12600,379,69.41568321744703,139.68347,0.0003,2369.1677,55.55756
,,,31649,,,,,,3.899922417588237,117.90349578786247,69.86,56,558,1224,26,4,132.5,132.45294979,129,13400,388,117.90349578786247,169.54504,0.0003,3039.7124,63.96981
,,,32081,,,,,,4.709830257742869,63.908929456149124,73.19,55,576,1228,27,4,140.4,140.42025715,136,14200,397,58.50019888829959,138.81442,0.0003,3158.1116,72.122444
,,,32506,,,,,,3.288226206148602,109.30329452857995,76.23,54,598,1232,27,5,147.8,147.76039290999998,146,15200,409,109.30329452857995,174.01822,0.0003,3363.3604,69.60684
,,,32841,,,,,,8.198684176859938,112.24161585684647,78.49,53,611,1236,27,5,153.5,153.45113209999997,152,15800,416,112.24161585684647,177.05513,0.0003,2820.2961,57.202305
,,,33171,,,,,,18.143432841482092,55.95938575866063,80.07,53,624,1240,28,5,156.3,156.26333871999998,157,16400,423,54.181012475823266,147.07324,0.0003,4033.3928,104.6914
,,,33630,,,,,,4.764686389187939,46.675754858667474,83.71,51,646,1244,28,5,163.3,163.31028612000003,167,17400,435,43.189223442363776,137.19684,0.0003,2939.6562,72.49371
,,,34152,,,,,,2.8995489067436244,34.35032223977894,88.0,51,669,1248,28,5,172.5,172.51362959,176,18400,447,29.699216525107598,132.92622,0.0003,3487.475,80.976
,,,34747,,,,,,1.7431605728268729,36.80805145066617,91.81,49,695,1252,29,6,180.6,180.55068189000002,188,19600,462,33.4916145994764,141.87444,0.0003,2925.9744,63.718704
,,,35403,,,,,,0.823176673206378,34.54116234882906,96.13,48,726,1256,29,6,188.9,188.91377958000004,200,21000,479,34.195429169502134,140.43895,0.0003,3604.4043,72.234184
,,,35892,,,,,,3.563373833006484,29.588322104398582,98.38,48,745,1260,30,6,194.8,194.75465587,208,21800,489,27.07369498197685,131.51018,0.0003,3306.2793,69.512764
,,,36387,,,,,,3.7079829793557093,31.04463370011694,101.06,47,767,1264,30,6,201.7,201.66281210999998,217,22800,501,30.6868150379699,135.7265,0.0003,3211.715,63.181076
,,,36912,,,,,,2.2973811123094237,34.64717265666327,103.56,46,794,1268,31,7,208.0,208.04202909999995,229,24000,516,34.64717265666327,135.37181,0.0003,3141.329,57.38286
,,,37504,,,,,,1.34189662736434,32.64848287006483,105.61,45,822,1272,31,7,212.9,212.94974299999998,240,25200,532,32.6410686473531,134.76369,0.0003,3624.3826,65.0902
,,,38027,,,,,,2.8825870318711786,35.69376331550035,107.05,44,845,1276,31,7,216.8,216.7627356,249,26200,545,35.69376331550035,141.17856,0.0003,3303.6257,56.79022
,,,38551,,,,,,2.8183445408698358,31.034493807108955,108.59,44,867,1280,32,7,220.7,220.71739538000003,258,27200,557,31.034493807108955,136.88187,0.0003,3129.344,55.641327
,,,39089,,,,,,2.3697319629964904,27.729932451608825,110.26,43,890,1284,32,7,225.1,225.1271452,267,28200,570,27.729932451608825,134.27525,0.0003,3223.5034,55.89451
,,,39630,,,,,,2.7864494077878272,21.841446587306258,112.21,43,918,1288,33,8,230.6,230.60100374,278,29400,586,21.841446587306258,141.07349,0.0003,3428.8604,60.49142
158.60847636568053,128.45454545454547,14.864452,40001,11.707373477186444,1,94.9,129.86427,308.80217563636364,,,,,,,,,,,,,,,,,,
,,,40126,,,,,,3.9404588843508503,14.338371700016067,113.8,42,943,1292,33,8,235.4,235.43231624,287,30400,600,14.108857923862631,132.8331,0.0003,3368.2732,57.245277
,,,40679,,,,,,2.361382436062867,24.527236218186825,115.83,42,966,1296,34,8,240.5,240.47729112999997,297,31400,613,24.527236218186825,133.00186,0.0003,3269.2454,54.854984
,,,41135,,,,,,3.4189685198920237,68.74693011124621,116.8,41,989,1300,34,8,242.8,242.79153125999997,306,32400,627,68.74693011124621,150.68358,0.0003,3080.2354,52.164078
,,,41665,,,,,,3.2308636766356065,17.867330931606666,118.97,41,1013,1304,34,9,248.8,248.75229868000002,315,33400,640,17.724687921778894,135.2854,0.0003,2631.229,41.155968
,,,42210,,,,,,2.591757856153577,22.66087796348291,120.74,40,1041,1308,35,9,253.5,253.54762521,326,34600,657,22.613439668717,132.49927,0.0003,2574.9814,48.36724
,,,42686,,,,,,3.788596229047001,24.706089123627184,121.8,40,1060,1312,35,9,256.7,256.70641223999996,333,35400,668,24.706089123627184,125.71296,0.0003,2699.147,46.64477
,,,43294,,,,,,1.6628973159066038,9.594204816333274,123.98,39,1089,1316,36,9,262.0,262.00152384999996,344,36600,685,3.946949086330004,130.81844,0.0003,2655.87,48.03517
,,,43769,,,,,,2.8557983472908526,73.98058782313022,124.95,39,1113,1320,36,9,266.2,266.19355225999993,353,37600,699,73.98058782313022,165.85155,0.0003,2357.3472,47.227005
,,,44273,,,,,,2.061124921103672,68.94359831896877,126.24,38,1136,1324,36,10,270.4,270.35966713,362,38600,713,68.94359831896877,161.11327,0.0003,2562.1384,48.08607
,,,44764,,,,,,5.955431956123343,29.064529216326726,126.83,38,1161,1328,37,10,273.3,273.32097624,371,39600,727,-27.084314779452296,126.66911,0.0003,2870.4678,58.9969
,,,45216,,,,,,3.540287877694388,89.08007607732263,127.1,38,1185,1332,37,10,275.2,275.15666765,381,40600,742,89.08007607732263,165.39786,0.0003,2290.235,49.120884
,,,45768,,,,,,2.7596094031160274,24.569292790076485,129.27,37,1209,1336,38,10,281.0,281.03233143,390,41600,756,23.497920480355848,140.6403,0.0003,2655.6406,60.296078
,,,46238,,,,,,0.8058939976353579,152.8964084816799,130.67,37,1234,1340,38,11,285.8,285.84835484,399,42600,771,152.8964084816799,188.97476,0.0003,2423.6982,54.53029
,,,46755,,,,,,4.463297587833993,13.571827682406182,131.25,37,1258,1344,38,11,289.8,289.84119425999995,408,43600,786,10.650117552773569,144.66148,0.0003,2810.644,65.004974
,,,47416,,,,,,1.284164797089532,10.477886509305037,132.64,36,1293,1348,39,11,296.6,296.55393182,421,45000,806,6.493094196359773,159.41609,0.0003,2638.9668,64.45346
,,,48002,,,,,,2.452442477205425,12.868866786304677,132.55,36,1323,1352,39,11,299.7,299.68190166000005,432,46200,824,6.516359489939485,158.93202,0.0003,2523.368,67.41055
,,,48629,,,,,,1.5540500634520857,17.75417300921291,132.26,35,1353,1356,40,12,304.9,304.90712275,443,47400,842,10.866859647234953,167.0908,0.0003,2971.6807,66.78112
,,,49333,,,,,,0.9727873210693005,48.722577734472914,134.41,35,1388,1360,40,12,313.9,313.85732731,455,48800,864,48.722577734472914,203.4438,0.0003,3272.827,83.79413
210.79660222176426,198.8181818181818,21.8916,50001,19.384457148694892,2,173.5,208.51944,584.7861489090909,,,,,,,,,,,,,,,,,,
,,,50020,,,,,,1.5814847293006988,23.536239490805784,136.33,35,1425,1364,41,12,320.8,320.77285766999995,468,50200,885,19.432895811456028,209.00922,0.0003,3840.7544,91.28002
,,,50790,,,,,,0.6893347962689107,11.202422417211476,138.78,34,1461,1368,42,13,331.5,331.4909491,481,51600,907,9.207111889543267,206.0924,0.0003,3922.0774,91.72592
,,,51584,,,,,,0.3184046453412751,85.71838236832347,140.8,34,1502,1372,42,13,339.9,339.94486317,496,53200,932,85.71838236832347,220.9415,0.0003,4377.3706,95.94622
,,,52230,,,,,,1.3140486457488394,61.88019801847414,142.03,33,1538,1376,43,13,345.7,345.73567181999994,509,54600,954,61.88019801847414,215.46661,0.0003,4556.772,101.0524
,,,52812,,,,,,3.404632146767472,52.81920553610108,142.61,33,1569,1380,43,13,350.9,350.85413370000003,520,55800,973,52.62804046200591,224.36293,0.0003,3700.4478,85.632614
,,,53608,,,,,,0.4467695425777897,53.56771016174875,145.19,33,1610,1384,44,14,362.3,362.34939096,534,57400,999,49.90460382573628,216.8681,0.0003,4524.898,102.494606
,,,54336,,,,,,0.3656682130009038,177.78230075714487,147.06,32,1647,1388,44,14,366.0,366.02074039000007,547,58800,1022,177.78230075714487,255.67168,0.0003,4199.9536,95.211334
,,,55100,,,,,,0.5482066141735374,93.5712264041143,149.74,32,1689,1392,45,14,369.6,369.6009104699999,561,60400,1049,93.5712264041143,208.80322,0.0003,4264.447,89.346344
,,,55627,,,,,,0.48610222266111947,225.96773274902938,149.48,32,1715,1396,45,15,371.6,371.5746247999999,570,61400,1065,225.96773274902938,263.486,0.0003,4745.713,98.002365
,,,56256,,,,,,1.8718972993751932,56.574004022696826,151.21,32,1747,1400,46,15,380.0,380.01264224,582,62600,1085,55.79179746319632,228.58539,0.0003,5126.812,107.95348
,,,56771,,,,,,4.833054665640336,70.78358179951,151.06,31,1774,1404,46,15,382.0,381.9888756599999,591,63600,1102,70.78358179951,224.90265,0.0003,4030.1143,109.3142
,,,57300,,,,,,3.9393663398173935,79.8224316353084,150.9,31,1806,1408,47,15,383.0,382.9643694299999,602,64800,1122,79.8224316353084,225.2074,0.0003,4561.7515,107.55807
,,,57987,,,,,,1.0772501894035853,73.18605587840011,153.01,31,1838,1412,47,16,390.2,390.20088329,613,66000,1142,73.18605587840011,214.4945,0.0003,3787.1372,98.23023
,,,58568,,,,,,0.5013037480273947,205.6442013365999,152.74,31,1870,1416,48,16,392.1,392.13790302000007,624,67200,1163,205.6442013365999,261.99866,0.0003,4497.7407,107.06889
,,,59239,,,,,,1.715054091785421,30.052280208035434,154.7,31,1908,1420,48,16,399.6,399.62816696999994,636,68600,1188,29.531604113946067,222.41681,0.0003,4384.355,118.05037
,,,59675,,,,,,0.8799109915107022,232.0012470505018,154.02,30,1930,1424,49,16,399.7,399.73918666,643,69400,1201,232.0012470505018,262.24023,0.0003,4662.954,113.918205
,,,59963,,,,,,53.590624051112684,86.04695581349507,151.99,30,1947,1428,49,16,394.5,394.48279533,649,70000,1212,86.04695581349507,242.01291,0.0003,4560.859,114.78177
209.76856719702167,181.9090909090909,43.035652,60001,39.94485474400451,2,228.7,226.66733,547.9647069090909,,,,,,,,,,,,,,,,,,
,,,60526,,,,,,0.7979191310156483,200.77354657692362,153.1,30,1981,1432,49,17,398.8,398.84673075000006,660,71200,1232,200.77354657692362,266.94058,0.0003,4612.8823,118.457184
,,,61072,,,,,,4.130846688438848,54.213545472990155,153.04,30,2009,1436,50,17,401.5,401.4613538,669,72200,1250,54.10632533556453,222.60895,0.0003,4869.0303,130.77855
,,,61434,,,,,,2.5804541492482214,229.17223511535963,151.96,30,2031,1440,50,17,399.5,399.50661777999994,676,73000,1264,229.17223511535963,267.85718,0.0003,4590.2363,122.48977
,,,61808,,,,,,3.5900305381817015,219.8111456437692,150.53,30,2053,1444,50,17,395.5,395.46029059000006,684,73800,1278,219.8111456437692,270.64035,0.0003,4859.2573,138.86215
,,,62141,,,,,,28.522131737154382,61.52698143402471,147.25,30,2070,1448,51,17,385.3,385.26781716,689,74400,1290,61.52698143402471,212.08228,0.0003,5032.3,137.71695
,,,62616,,,,,,12.1015864447113,35.983234209005886,146.14,29,2098,1452,51,18,382.0,382.00759974,698,75400,1308,26.55582418544256,217.14815,0.0003,4492.9834,154.87843
,,,63246,,,,,,0.4014587851356114,212.26857426004716,146.17,29,2135,1456,51,18,382.2,382.18191734,711,76600,1332,212.26857426004716,278.00555,0.0003,4488.923,123.57286
,,,64011,,,,,,0.4223425058945472,86.48240015899817,146.78,29,2182,1460,52,18,382.0,382.02170334999994,726,78200,1362,86.48240015899817,206.5304,0.0003,5138.8027,146.28963
,,,64739,,,,,,0.6600999966295542,65.36863863044834,147.19,29,2224,1464,53,18,380.4,380.4219866,739,79600,1390,65.36863863044834,230.59592,0.0003,4611.8115,109.43432
,,,65764,,,,,,0.058314730947348854,82.53448147551349,149.74,28,2284,1468,54,19,381.2,381.16030101999996,759,81600,1429,81.64471224333967,230.69908,0.0003,4306.1655,114.92061
,,,66907,,,,,,0.026637948849634364,74.40795467479266,153.23,28,2358,1472,54,19,389.3,389.29347356,783,84000,1477,74.40795467479266,246.57031,0.0003,4752.4023,143.47874
,,,67978,,,,,,0.026897222798906564,153.62174798513834,157.48,28,2421,1476,55,20,395.7,395.7423917500001,802,86000,1519,153.62174798513834,279.29822,0.0003,5116.9434,119.6094
,,,69122,,,,,,0.009784533833900618,41.23019166237195,163.1,27,2498,1480,56,21,404.2,404.16356956000004,827,88400,1570,40.97962490695005,198.85005,0.0003,5828.8735,150.50725
202.6956721149334,181.36363636363637,37.31456,70001,35.47059247894595,2,266.0,211.36479,525.4471477272729,,,,,,,,,,,,,,,,,,
,,,70595,,,,,,0.0008953411395385696,37.07195905161762,169.87,27,2590,1484,58,21,417.6,417.58516627999995,856,91200,1628,36.646827500141264,245.9863,0.0003,4075.564,107.98291
,,,71743,,,,,,0.008830822567603223,56.681755070229826,174.07,26,2669,1488,59,22,433.9,433.90254658999993,881,93600,1680,56.681755070229826,224.3587,0.0003,4474.9624,120.74197
