eval_discount_q,eval_eplenmean,eval_abs_qs_difference,total timesteps,eval_qs_difference,eval_time_elapsed,eval mean 100 episode reward,eval_qs,eval_ep_rewmean,discount_q,qs_abs_difference,eplenmean,fps,time_elapsed,episodes,env_time,act_time,mean 100 episode reward,ep_rewmean,train_time,n_updates,update_time,qs_difference,qs_mean,current_lr,q_grad_norm,qfs_loss
,,,72696,,,,,,0.2381328478904646,57.22746082752885,175.96,26,2731,1492,60,22,445.8,445.8410621999999,901,95400,1720,54.73186134719307,248.31412,0.0003,4844.9395,146.5255
,,,73674,,,,,,0.4049181605985096,22.441454483506558,180.47,26,2794,1496,60,23,461.2,461.16925914,920,97400,1763,16.74256532154314,270.66293,0.0003,4155.4097,111.44182
,,,74417,,,,,,1.1863466139734602,60.20362767754846,181.61,26,2845,1500,61,23,465.8,465.8332757400001,935,99000,1797,59.897936958441285,264.257,0.0003,4615.1973,110.80262
,,,75053,,,,,,0.13498480388321019,254.39052457815433,182.82,26,2881,1504,62,23,470.4,470.42281949999995,947,100200,1821,254.39052457815433,287.43042,0.0003,5164.377,135.97603
,,,75891,,,,,,0.3822204386126924,60.02735731478748,185.91,25,2930,1508,62,24,484.1,484.0649981,961,101800,1854,59.278563898515046,261.42923,0.0003,4008.2532,89.72802
,,,76426,,,,,,10.187290251064644,68.9714928549431,184.39,25,2967,1512,63,24,481.5,481.48922818,972,103000,1880,68.33174757071855,271.3014,0.0003,4148.428,105.64436
,,,77445,,,,,,0.12507731806345615,73.53487445554572,188.77,25,3029,1516,63,24,496.7,496.67185402999996,990,105000,1923,73.35036384142619,293.48392,0.0003,5411.3574,122.71348
,,,78244,,,,,,0.6500503872532217,93.6399256745332,190.05,25,3079,1520,64,25,501.3,501.27371598999997,1005,106600,1956,93.5494296088463,293.86597,0.0003,5365.5405,131.85675
,,,78761,,,,,,0.6614150481583425,243.51559036495183,190.86,25,3111,1524,64,25,503.3,503.33989855,1014,107600,1978,243.51559036495183,288.25607,0.0003,5233.168,136.84229
,,,79171,,,,,,2.0523354165556307,261.9355120485007,192.08,25,3136,1528,65,25,507.2,507.203522,1022,108400,1995,261.9355120485007,307.1305,0.0003,5519.5,170.17154
,,,79705,,,,,,7.903662889330944,83.7082685205533,191.79,25,3174,1532,65,25,507.2,507.24633163,1033,109600,2021,83.54859745495291,278.96918,0.0003,5136.6445,146.99803
201.11027581160604,196.27272727272728,109.831665,80001,108.20941925295482,2,297.8,283.63724,555.1900579090909,,,,,,,,,,,,,,,,,,
,,,80241,,,,,,8.46000829638979,74.04426813095705,191.69,25,3208,1536,66,26,507.2,507.24855733,1041,110600,2044,73.81944049507896,277.80457,0.0003,5517.9126,155.88411
,,,81088,,,,,,0.34633760984700956,106.38335053932126,196.54,24,3258,1540,66,26,522.1,522.12726849,1057,112200,2078,106.14817061499004,290.6485,0.0003,5238.4946,144.84656
,,,81934,,,,,,0.2982274979332816,66.9728298978771,201.26,24,3316,1544,67,26,537.2,537.20895216,1073,114000,2118,64.86916472038382,250.96162,0.0003,5249.8813,136.9244
,,,83105,,,,,,0.012995055320179574,105.72015965709703,209.64,24,3393,1548,68,27,562.6,562.5790541900001,1095,116400,2172,105.61904962684163,287.53577,0.0003,6028.6465,160.55273
,,,83587,,,,,,8.12641112764185,181.41795251405463,209.71,24,3419,1552,68,27,562.9,562.90161497,1103,117200,2189,181.41795251405463,335.12473,0.0003,5980.564,143.869
,,,84451,,,,,,0.06392045848018305,222.36399352365507,212.05,24,3477,1556,69,27,569.3,569.28533899,1118,119000,2230,222.36399352365507,320.5503,0.0003,6063.911,170.78935
,,,85506,,,,,,0.0516201759601308,102.61133905175019,214.95,24,3549,1560,69,28,579.8,579.84759461,1138,121200,2281,102.61133905175019,285.30392,0.0003,5487.112,130.71378
,,,86585,,,,,,0.04238805298503849,94.54845956816119,218.46,23,3615,1564,70,28,594.6,594.5656995300001,1159,123200,2325,93.85714245188092,290.71777,0.0003,5686.0176,125.78593
,,,87640,,,,,,0.055027109913384754,80.48489397195512,218.76,23,3688,1568,71,28,602.6,602.6365781799999,1180,125400,2375,80.48489397195512,287.4628,0.0003,4894.957,116.32983
,,,87795,,,,,,15.263214177230097,267.68933097255973,208.88,23,3694,1572,71,29,576.1,576.1067295500001,1182,125600,2380,267.68933097255973,296.58224,0.0003,4684.8433,109.40123
,,,88588,,,,,,0.5905151804020202,62.21810777182536,206.1,23,3747,1576,72,29,576.9,576.88362181,1196,127200,2418,61.321338739360286,262.45193,0.0003,4102.3906,113.374016
,,,89829,,,,,,0.007147512254336422,64.1759791545298,207.07,23,3834,1580,73,29,591.0,590.99254804,1219,129800,2480,63.773545461386085,262.6563,0.0003,4592.223,123.9962
190.75119602405746,163.9090909090909,87.0126,90001,86.08680575238465,1,343.5,249.5308,456.8299143636363,,,,,,,,,,,,,,,,,,
,,,90507,,,,,,1.032322990724812,93.37639669841103,199.12,23,3883,1584,73,30,573.7,573.72842566,1232,131200,2513,93.37639669841103,252.19623,0.0003,5083.0967,139.81355
,,,91351,,,,,,0.768870865914634,28.130069667209817,196.08,23,3938,1588,74,30,568.0,567.9831618200001,1247,132800,2552,26.68506323606908,270.9272,0.0003,5378.451,137.80655
,,,92129,,,,,,1.2885163341340018,35.822921693699726,194.33,23,3993,1592,74,30,564.9,564.85116226,1262,134400,2591,34.37189662884363,272.26425,0.0003,4150.899,103.878235
,,,92936,,,,,,0.43027936378469117,71.8826395294414,192.62,22,4047,1596,75,31,559.9,559.91092865,1276,136000,2630,71.6865669003666,259.80948,0.0003,5043.6724,129.57256
,,,93310,,,,,,47.49582978915111,71.65365813658903,188.93,22,4075,1600,75,31,547.0,546.9778841599999,1283,136800,2649,71.65365813658903,279.33398,0.0003,5259.01,128.01247
,,,93962,,,,,,1.3835275132035927,87.33791726646538,189.09,22,4117,1604,76,31,547.8,547.82177704,1295,138000,2679,86.11894864982105,252.63297,0.0003,4280.794,107.13707
,,,94669,,,,,,0.09478586389920948,259.9883765418865,187.78,22,4165,1608,76,31,542.3,542.34750486,1308,139400,2714,259.9883765418865,303.22644,0.0003,5606.59,139.10954
,,,95525,,,,,,0.539487165557924,111.33427318352224,190.99,22,4228,1612,77,32,553.2,553.21983166,1324,141200,2759,111.33427318352224,320.80365,0.0003,4849.72,131.74034
,,,96526,,,,,,0.08691846002489517,66.06125784302729,190.81,22,4298,1616,78,32,555.4,555.4250294500001,1342,143200,2810,64.94688185667445,275.00543,0.0003,4578.036,116.63212
,,,97570,,,,,,0.16067362762468007,19.691122382387814,193.26,22,4369,1620,79,33,565.7,565.6854007200001,1361,145200,2861,14.04528399017611,273.87146,0.0003,5229.8306,124.080536
,,,98347,,,,,,0.8389183463361728,54.17652427275785,195.86,22,4426,1624,79,33,575.4,575.38842036,1376,146800,2902,53.68403861455319,266.7404,0.0003,5454.975,134.11386
,,,98888,,,,,,8.807710483081992,64.36093400297614,197.17,22,4462,1628,80,33,580.8,580.75715862,1385,147800,2928,63.98054049281822,276.73328,0.0003,5003.3237,125.15598
,,,99835,,,,,,0.1573332850958015,67.3548935137478,201.3,22,4534,1632,80,34,596.0,595.9947118000001,1404,149800,2980,66.65090902979105,277.56808,0.0003,6452.2,157.76338
206.17494665878175,177.27272727272728,66.31375,100001,62.58497357107592,2,401.5,248.54884,533.8582059090909,,,,,,,,,,,,,,,,,,
,,,100846,,,,,,0.10252702812934658,29.405424045522704,206.05,21,4607,1636,81,34,613.9,613.9259323099999,1422,151800,3031,12.691689004779475,257.21515,0.0003,5573.5605,133.7354
,,,101586,,,,,,0.12737356864094188,244.4066744101227,204.98,21,4657,1640,82,34,612.1,612.1007487100001,1435,153200,3066,244.4066744101227,310.6457,0.0003,4756.881,107.865654
,,,102756,,,,,,0.0006006443097226349,264.59185742874126,208.22,21,4742,1644,82,35,624.8,624.77133651,1458,155600,3127,264.59185742874126,297.5271,0.0003,4970.0703,117.02339
,,,103339,,,,,,0.6838150268972918,247.93314825418406,202.34,21,4784,1648,83,35,609.4,609.3601453699999,1469,156800,3157,247.93314825418406,318.79053,0.0003,5384.627,138.45523
,,,104111,,,,,,0.8597434771155271,73.32142602439788,205.24,21,4840,1652,84,35,620.0,619.99866555,1484,158400,3197,72.2796281842833,287.16022,0.0003,4987.3804,106.135315
,,,105023,,,,,,0.27774802255774383,35.89560993435313,205.72,21,4903,1656,84,36,625.0,625.0263735,1500,160200,3242,31.028367598419074,270.37427,0.0003,5738.1504,132.34642
,,,106026,,,,,,0.10355826280596354,68.31602381154924,205.2,21,4972,1660,85,36,625.9,625.89215491,1519,162200,3291,67.85596431607397,284.9532,0.0003,4689.742,120.77978
,,,107058,,,,,,0.10599226631834702,60.33090098139278,204.73,21,5041,1664,86,37,627.2,627.2336417,1538,164200,3340,57.030356728356836,278.7543,0.0003,5618.228,152.3523
,,,108005,,,,,,0.1333568926360571,64.0708444279972,203.65,21,5110,1668,87,37,626.5,626.53195923,1556,166200,3389,63.89293546330325,274.62195,0.0003,6149.13,141.93317
,,,108874,,,,,,0.37384835294325053,78.83001000027504,210.79,21,5165,1672,87,37,651.4,651.35282131,1571,167800,3428,78.72435942985112,288.78613,0.0003,5459.831,132.24615
,,,109739,,,,,,0.35314115375527283,56.90373856319202,211.51,20,5227,1676,88,38,654.9,654.91934869,1588,169600,3472,56.36473909180857,275.46057,0.0003,4190.4824,106.92938
196.15828596043102,183.9090909090909,96.364555,110001,96.00445939135662,1,462.9,277.16483,572.8149801818182,,,,,,,,,,,,,,,,,,
,,,110483,,,,,,1.691668093921312,30.14660096617813,206.54,20,5277,1680,89,38,639.7,639.70138801,1602,171000,3505,22.149542513333827,271.41446,0.0003,5027.84,141.1419
,,,111151,,,,,,0.34618951585504304,241.5300704108535,206.44,20,5324,1684,89,38,640.1,640.1242278999999,1615,172400,3538,241.5300704108535,320.26675,0.0003,3797.5532,101.93111
,,,111945,,,,,,0.1013945876874038,239.70336793159254,205.94,20,5378,1688,90,39,638.2,638.22044114,1629,174000,3576,239.70336793159254,321.05927,0.0003,4957.4727,132.08543
,,,112877,,,,,,0.16873967963184427,55.078815158653875,207.48,20,5439,1692,90,39,645.5,645.5290974100001,1646,175800,3619,54.73179803120253,274.9214,0.0003,4800.21,107.97287
,,,113825,,,,,,0.1890288920461677,42.429904113230414,208.89,20,5506,1696,91,40,651.8,651.77968414,1665,177800,3666,42.0714375144737,276.62445,0.0003,5336.697,127.223495
,,,114571,,,,,,0.10640387446761763,255.5828793124088,212.61,20,5552,1700,92,40,665.4,665.4354920000001,1678,179200,3698,255.5828793124088,316.68628,0.0003,4324.6567,105.40266
,,,115535,,,,,,0.1878103999175493,51.027765933715216,215.73,20,5619,1704,92,40,677.3,677.27433373,1697,181200,3745,50.81272775055913,283.04596,0.0003,4066.949,108.27341
,,,116562,,,,,,0.13278085055383015,56.91689792251152,218.93,20,5685,1708,93,41,689.3,689.2747701799999,1715,183200,3791,54.884376522087116,281.26843,0.0003,3685.7937,109.98751
,,,117460,,,,,,0.2550821456769949,68.2748886003753,219.35,20,5744,1712,94,41,692.0,691.97229794,1731,185000,3832,67.77820095462826,279.98224,0.0003,3755.8674,85.40046
,,,118298,,,,,,0.4678580083484484,41.600464484895504,217.72,20,5796,1716,95,41,685.3,685.3284635499999,1747,186600,3868,40.52962305491821,264.1858,0.0003,4503.2,101.8975
,,,119118,,,,,,0.1984956709257969,118.75664128457302,215.48,20,5855,1720,95,42,676.4,676.3502319599997,1763,188400,3909,118.42251162325361,256.4008,0.0003,4342.748,97.82078
,,,119804,,,,,,0.19856100735217008,242.50897638212206,214.57,20,5900,1724,96,42,672.8,672.8121787699998,1776,189800,3940,242.50897638212206,297.56543,0.0003,4520.2617,106.80332
150.48667034746575,132.1818181818182,132.01703,120001,131.38843476807355,1,485.8,246.90523,309.2243237272727,,,,,,,,,,,,,,,,,,
,,,120715,,,,,,0.22772693700420277,51.55332742787057,218.27,20,5959,1728,96,42,686.4,686.4423725199998,1793,191600,3981,50.87195675615771,269.2681,0.0003,4860.708,116.80107
,,,121284,,,,,,0.7026762100411134,236.0245577110662,214.49,20,5992,1732,97,43,672.8,672.8494184699998,1802,192600,4003,236.0245577110662,301.03455,0.0003,3694.7356,102.093025
,,,122162,,,,,,0.6413776701234459,40.45160919333575,213.16,20,6050,1736,98,43,666.9,666.88385366,1819,194400,4042,38.5447414362896,272.26413,0.0003,4201.809,112.50663
,,,122765,,,,,,2.889431913713135,66.52164826383445,211.79,20,6088,1740,98,43,660.2,660.20157653,1830,195600,4069,66.52164826383445,250.4997,0.0003,3928.5225,108.29509
,,,123419,,,,,,1.7641613765216821,60.667892772524105,206.63,20,6133,1744,99,44,642.2,642.17672878,1844,197000,4099,60.52736856910105,241.41914,0.0003,3599.3591,103.49477
,,,124454,,,,,,0.04340283775230738,153.01031890020477,211.15,20,6197,1748,99,44,655.8,655.7646283299999,1863,199000,4143,153.01031890020477,314.70935,0.0003,3562.6785,83.1117
,,,125342,,,,,,0.43475163865636496,25.13651436348972,212.31,20,6254,1752,100,44,659.2,659.15086412,1878,200800,4183,24.92248072712981,270.00122,0.0003,4384.6655,102.5085
,,,125932,,,,,,0.26240824279810837,244.90629955362542,209.09,20,6292,1756,101,45,647.3,647.27671222,1890,202000,4209,244.90629955362542,281.54642,0.0003,3458.9502,86.748566
,,,126888,,,,,,0.22707268193376484,32.42003938556576,208.62,19,6350,1760,101,45,647.7,647.68744949,1908,203800,4247,30.795500466329404,266.22052,0.0003,4479.689,114.54832
,,,128428,,,,,,0.0038602173955444544,101.20776133577701,213.7,19,6451,1764,102,46,658.2,658.16816456,1936,207000,4318,101.20776133577701,313.44,0.0003,5416.636,140.30547
,,,129512,,,,,,0.08515661043999023,44.66901362666717,215.07,19,6521,1768,103,46,662.3,662.26119152,1958,209200,4364,42.978781972188365,276.7337,0.0003,3560.704,94.26461
243.05253105120244,312.27272727272725,29.711357,130001,26.67395084607819,3,557.7,272.0338,1012.7133980909093,,,,,,,,,,,,,,,,,,
,,,130127,,,,,,0.965699912079704,202.6332662374201,212.53,19,6562,1772,104,46,652.6,652.56231053,1969,210400,4390,202.6332662374201,316.06378,0.0003,4535.157,99.99515
,,,131119,,,,,,0.15877209198847292,16.5487653697385,213.8,19,6625,1776,104,47,656.3,656.2605206200001,1987,212400,4434,-2.084685048640808,256.81857,0.0003,4938.6636,123.55773
,,,132131,,,,,,0.1270678364415511,18.543710550736677,216.48,19,6689,1780,105,47,666.5,666.5094442900001,2005,214400,4478,15.542502500172251,261.57373,0.0003,4614.8936,107.58207
,,,133480,,,,,,0.004543621620261585,18.984051529425365,223.29,19,6771,1784,106,48,690.7,690.7010968499999,2031,217000,4532,-2.8238701367463004,260.85147,0.0003,4508.425,102.70938
,,,134569,,,,,,0.11514424220961948,12.121411588658585,226.24,19,6840,1788,107,48,702.3,702.31395332,2050,219200,4580,10.800474878396342,276.07095,0.0003,3863.3274,103.0476
,,,135963,,,,,,1.5751261887422805,22.440328195313832,230.86,19,6928,1792,108,49,715.1,715.09966755,2075,222000,4641,20.346234574767568,313.41324,0.0003,4022.4565,103.68868
,,,136865,,,,,,0.1718666135734831,69.64133874777694,230.4,19,6984,1796,109,49,712.6,712.56303102,2094,223800,4678,69.56654284449239,258.78928,0.0003,3683.882,84.2758
,,,137923,,,,,,0.09095217892251158,17.98426720958116,233.52,19,7053,1800,110,50,724.9,724.9218003799999,2115,226000,4724,4.825548884865694,266.893,0.0003,4863.3643,107.39416
,,,139635,,,,,,0.19561747314766098,49.32849822347793,241.0,19,7158,1804,111,50,747.8,747.7956881,2146,229400,4796,49.32849822347793,326.5702,0.0003,3516.3894,81.56647
226.28138371026273,929.3636363636364,76.3723,140001,76.25838153075257,10,747.6,310.49326,2410.367993,,,,,,,,,,,,,,,,,,
,,,141598,,,,,,2.5056273390289945e-05,44.29871791824542,250.36,19,7287,1808,112,51,771.6,771.61677327,2183,233200,4874,44.228088419761185,290.3948,0.0003,2944.2664,64.94902
,,,143534,,,,,,1.2351082889032681e-05,11.078071607319245,260.74,19,7410,1812,114,52,803.3,803.3153181799998,2222,237200,4956,8.301164326785543,263.6282,0.0003,3886.963,91.92832
,,,144571,,,,,,0.11731518846907356,48.02402460307453,262.73,19,7472,1816,114,52,808.5,808.4664889300001,2242,239200,4996,48.02402460307453,283.46057,0.0003,3256.7378,72.65455
,,,146137,,,,,,0.0015976835734854533,56.23836401361774,270.19,19,7571,1820,115,53,829.3,829.26307032,2276,242400,5059,56.22079293728808,285.85605,0.0003,3743.6982,79.9905
,,,148028,,,,,,1.0092153820771525e-05,90.0177465802835,282.24,19,7688,1824,117,54,868.2,868.1630999099999,2316,246200,5134,89.83337190334754,262.79996,0.0003,3770.3105,85.49777
,,,148959,,,,,,0.23671013694715978,20.715829909574314,282.44,19,7743,1828,118,54,870.2,870.1937451800001,2334,248000,5169,18.43900654993625,266.13977,0.0003,3474.6272,78.03286
207.61152182679388,201.9090909090909,62.65308,150001,61.3495403328167,2,772.5,254.2899,627.0540383636363,,,,,,,,,,,,,,,,,,
,,,150048,,,,,,0.05648786086931136,38.392008570975726,287.64,19,7812,1832,119,55,887.5,887.51556048,2355,250200,5213,38.392008570975726,275.56873,0.0003,3075.7676,70.47711
,,,150852,,,,,,0.1718616184412727,108.39916577282197,286.9,19,7861,1836,120,55,884.4,884.3568379899999,2369,251800,5247,108.39916577282197,235.198,0.0003,3592.189,72.53975
,,,151634,,,,,,1.1155927157632706,17.55609599799547,288.69,19,7910,1840,120,56,893.6,893.59970558,2383,253400,5281,16.954939697910337,259.29694,0.0003,4857.036,113.94705
,,,152688,,,,,,0.12506679925868344,49.50513634391778,292.69,19,7971,1844,121,56,907.2,907.24413233,2401,255400,5323,49.360320009572426,279.78125,0.0003,2974.8708,63.18857
,,,154490,,,,,,6.168980548406179e-05,64.95892865909035,300.36,19,8081,1848,122,57,932.2,932.24106875,2433,259000,5398,64.80190407088409,275.03366,0.0003,3534.1772,87.083115
,,,155887,,,,,,0.0077511502166197396,38.459585576329616,305.45,19,8177,1852,123,57,950.5,950.52163332,2462,261800,5463,37.65762853905266,286.32013,0.0003,3189.9978,75.31085
,,,156399,,,,,,10.668335359445559,88.45643117550694,304.67,19,8213,1856,124,57,946.8,946.82552612,2473,262800,5488,88.45643117550694,283.95636,0.0003,3129.0437,60.20879
,,,157155,,,,,,0.08424905668139099,221.67439830106485,302.67,19,8271,1860,124,58,938.9,938.85400826,2491,264400,5527,221.67439830106485,277.35193,0.0003,3657.7644,87.05451
,,,157870,,,,,,2.167628074713803,29.596060878104815,294.42,18,8321,1864,125,58,918.2,918.1887479399999,2506,265800,5560,29.156986789229908,266.19812,0.0003,3095.2983,69.4376
,,,158240,,,,,,10.536729951791083,123.65474734686391,287.28,18,8350,1868,125,58,892.6,892.5814217800001,2515,266600,5579,123.65474734686391,233.82135,0.0003,4107.7876,90.34849
,,,158754,,,,,,4.1344534368779415,73.45641846174144,286.27,18,8386,1872,126,59,888.9,888.8697459499999,2527,267600,5603,73.07316876323523,228.81079,0.0003,2610.3352,61.695557
,,,159738,,,,,,0.027263348123911863,82.28103894304526,286.19,18,8457,1876,126,59,887.9,887.9162885499999,2550,269600,5650,80.95485080891821,218.59496,0.0003,3192.5134,74.876915
163.87317031865436,134.72727272727272,110.945114,160001,96.42341009778929,1,762.8,233.39967,382.40121436363637,,,,,,,,,,,,,,,,,,
,,,160597,,,,,,0.798633807903997,25.364035545517357,284.66,18,8516,1880,127,59,881.7,881.66456785,2567,271200,5689,24.386350304180276,279.1784,0.0003,3470.085,72.33314
,,,162200,,,,,,0.18204135071896188,14.105723995799552,287.2,18,8638,1884,128,60,887.7,887.70159508,2605,274600,5771,13.35930680901956,312.5145,0.0003,3244.686,71.41452
,,,162947,,,,,,1.9900338518582903,17.424522740391797,283.78,18,8688,1888,129,60,875.1,875.05582862,2620,276000,5805,16.173305103126005,270.74625,0.0003,3399.0403,88.31089
,,,164162,,,,,,0.008524678777183173,34.52429874452534,281.99,18,8777,1892,130,61,869.3,869.26984907,2648,278400,5864,32.67156617691604,247.21747,0.0003,3164.4143,77.952644
,,,164565,,,,,,8.694592522926452,95.190098999424,277.0,18,8806,1896,130,61,850.4,850.4449211900001,2656,279200,5883,82.16190653923019,206.94916,0.0003,2996.709,76.436356
,,,165603,,,,,,0.2460328666264192,15.941026965625705,276.8,18,8884,1900,131,62,847.9,847.8811285699999,2680,281400,5936,7.99660471021827,280.61755,0.0003,3557.3313,79.4113
